RepRapFirmware height map file v2 generated at 2018-09-19 18:53, mean error -0.103, deviation 0.060
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
0.00,200.00,0.00,150.00,-1.00,50.00,50.00,5,4
 -0.011, -0.012, -0.039, -0.020, -0.014
 -0.078, -0.135, -0.132, -0.111, -0.054
 -0.092, -0.123, -0.132, -0.128, -0.106
 -0.189, -0.198, -0.197, -0.159, -0.140
